trip_id,trip_datetime,driver_id,vehicle_id,pickup_zone,dropoff_zone,distance_km,duration_min,fare_amount,payment,platform
T22007474,19/12/2025 12:08,DR-1054,VH-023,Port,Airport,2.42,13.8,EUR 10.05,wallet,RideGo
T22007475,11/10/2025 00:26,DR-1046,VH-027,Airport,West,5.93,17.2,EUR 15.04,wallet,CityHail
T22007476,01/09/2025 04:50,DR-1049,VH-040,East,Suburbs,9.2,39.8,EUR 25.12,cash,RideGo
T22007477,14/12/2025 01:14,DR-1007,VH-037,Suburbs,East,8.54,41.0,EUR 24.70,CASH,RideGo
T22007478,13/11/2025 02:30,DR-1029,VH-031,Port,West,3.53,18.8,EUR 12.72,wallet,Direct
T22007479,22/09/2025 19:05,DR-1044,VH-007,North,East,3.71,12.5,EUR 11.17,Card,CityHail
T22007480,26/12/2025 16:12,DR-1054,VH-041, East ,Centre,3.21,12.6,EUR 10.62,Card,RideGo
T22007481,18/09/2025 12:12,DR-1022,VH-022,North,Suburbs,8.91,31.8,EUR 22.55,card,RideGo
T22007482,11/12/2025 09:59,DR-1040,VH-029,Centre,Port,12.35,55.1,EUR 33.03,wallet,Direct
T22007483,08/07/2025 18:41,DR-1051,VH-009,West,North,1.27,8.1,EUR 7.13,card,CityHail
T22007484,19/11/2025 01:14,DR-1003,VH-041,North,West,6.63,17.9,EUR 16.04,cash,RideGo
T22007485,19/08/2025 16:31,DR-1050,VH-002,North,Port,4.77,21.3,EUR 14.85,wallet,RideGo
T22007486,31/12/2025 12:37,DR-1020,VH-018,East,Port,7.99,26.4,EUR 19.98,cash,Direct
T22007487,29/12/2025 22:02,DR-1051,VH-036,Suburbs,Suburbs,6.67,22.0,EUR 17.23,CASH,RideGo
T22007488,09/08/2025 22:21,DR-1054,VH-031,North,North,5.51,20.9,EUR 15.59,card,Direct
T22007489,26/11/2025 05:51,DR-1026,VH-022,Airport,North,4.85,23.8,EUR 15.64,card,Direct
T22007490,22/07/2025 17:06,DR-1028,VH-025,Port,Centre,8.46,35.4,EUR 23.04,CASH,Direct
T22007491,27/08/2025 00:20,DR-1048,VH-014, Suburbs ,Airport,2.55,10.2,EUR 9.19,card,CityHail
T22007492,22/07/2025 08:03,DR-1041,VH-005,North,Airport,5.21,20.6,EUR 15.16,wallet,CityHail
T22007493,03/11/2025 22:16,DR-1032,VH-042,Suburbs,Centre,6.1,20.9,EUR 16.27,CASH,Direct
T22007494,27/09/2025 12:47,DR-1021,VH-006,Airport,Centre,4.59,13.4,EUR 12.43,card,RideGo
T22007495,28/07/2025 11:14,DR-1031,VH-019,Port,East,6.5,26.9,EUR 18.41,cash,Direct
T22007496,09/11/2025 07:31,DR-1020,VH-004,East,Airport,7.31,22.6,EUR 18.13,Card,RideGo
T22007497,21/07/2025 23:52,DR-1053,VH-020,West,East,4.93,17.0,EUR 13.83,Card,CityHail
T22007498,31/12/2025 21:41,DR-1056,VH-012, West ,Centre,10.23,40.3,EUR 26.45,CASH,RideGo
T22007499,05/10/2025 11:53,DR-1043,VH-031, Suburbs ,North,2.89,17.4,EUR 11.60,card,Direct
T22007500,17/12/2025 11:41,DR-1027,VH-001,North,Suburbs,16.88,46.4,EUR 35.80,wallet,RideGo
T22007501,28/12/2025 10:24,DR-1048,VH-032,North,Airport,5.95,23.9,EUR 16.93,cash,RideGo
T22007502,09/11/2025 13:01,DR-1024,VH-014,Suburbs,Port,7.5,24.0,EUR 18.74,card,CityHail
T22007503,04/07/2025 19:53,DR-1023,VH-006,North,West,5.87,28.5,EUR 18.13,card,Direct
T22007504,30/09/2025 15:04,DR-1029,VH-003, Suburbs ,East,1.51,9.3,EUR 7.74,wallet,RideGo
T22007505,08/10/2025 10:25,DR-1061,VH-029,Port,Airport,5.26,28.0,EUR 17.29,wallet,RideGo
T22007506,18/10/2025 07:02,DR-1003,VH-039,Suburbs,West,1.49,9.1,EUR 7.66,wallet,CityHail
T22007507,30/08/2025 22:22,DR-1009,VH-025,Suburbs,Suburbs,11.56,35.5,EUR 26.63,cash,RideGo
T22007508,10/12/2025 07:24,DR-1054,VH-002,East,Suburbs,9.17,33.6,EUR 23.35,cash,Direct
T22007509,03/10/2025 21:49,DR-1035,VH-006,Port,Centre,7.9,38.8,EUR 23.35,card,RideGo
T22007510,25/11/2025 18:01,DR-1033,VH-042,Port,Centre,3.27,13.3,EUR 10.88,card,CityHail
T22007511,16/11/2025 09:09,DR-1032,VH-019,Suburbs,Port,8.04,26.8,EUR 20.15,Card,CityHail
T22007512,12/08/2025 19:35,DR-1026,VH-038,Port,Airport,2.54,14.5,EUR 10.38,card,CityHail
T22007513,18/07/2025 04:52,DR-1050,VH-038,Airport,North,6.39,32.2,EUR 19.76,CASH,CityHail
T22007514,05/12/2025 18:59,DR-1040,VH-007,West,North,2.1,13.8,EUR -12.50,wallet,CityHail
T22007515,28/08/2025 17:59,DR-1037,VH-020,Airport,East,2.69,12.0,EUR 9.85,wallet,RideGo
T22007516,19/12/2025 02:56,DR-1017,VH-025,Suburbs,Airport,6.69,34.0,EUR 20.61,card,Direct
T22007517,20/12/2025 05:45,DR-1004,VH-041,Port,Airport,9.33,25.5,EUR 21.27,CASH,RideGo
T22007518,04/10/2025 11:17,DR-1006,VH-014,Airport,East,6.97,23.6,EUR 18.02,cash,RideGo
T22007519,28/08/2025 14:44,DR-1065,VH-022,Port,Centre,2.99,15.7,EUR 11.23,cash,Direct
T22007520,12/12/2025 05:44,DR-1013,VH-026,Airport,Port,5.33,23.0,EUR 15.97,wallet,RideGo
T22007521,09/07/2025 13:23,DR-1002,VH-010,East,Suburbs,4.46,16.8,EUR 13.23,wallet,RideGo
T22007522,24/12/2025 22:33,DR-1021,VH-002,Port,Port,7.41,24.8,EUR 18.87,wallet,RideGo
T22007523,14/12/2025 04:17,DR-1042,VH-028, Suburbs ,East,16.12,59.2,EUR 38.51,CASH,RideGo
T22007524,20/07/2025 01:30,DR-1023,VH-032,Port,Port,10.63,45.3,EUR 28.31,CASH,RideGo
T22007525,08/10/2025 01:38,DR-1008,VH-021,West,Airport,2.96,8.9,EUR 9.30,Card,CityHail
T22007526,13/10/2025 08:04,DR-1014,VH-012,Port,East,10.59,47.1,EUR 28.77,CASH,RideGo
T22007527,27/07/2025 23:25,DR-1025,VH-035,Airport,Airport,2.56,14.2,EUR 10.32,wallet,Direct
T22007528,31/12/2025 17:14,DR-1043,VH-021, North ,East,4.79,22.0,EUR 15.07,wallet,RideGo
T22007529,09/09/2025 20:41,DR-1016,VH-032,Airport,Port,7.8,30.2,EUR 20.83,CASH,Direct
T22007530,12/08/2025 06:08,DR-1044,VH-018,Port,East,14.86,44.6,EUR 32.98,card,RideGo
T22007531,06/07/2025 18:38,DR-1065,VH-015,East,Centre,11.11,38.2,EUR 26.87,Card,RideGo
T22007532,31/12/2025 02:49,DR-1014,VH-004,East,East,10.67,36.5,EUR 25.89,wallet,Direct
T22007533,17/10/2025 21:27,DR-1004,VH-041,Port,Port,12.12,33.8,EUR 26.80,CASH,RideGo
T22007534,02/09/2025 15:05,DR-1039,VH-032,North,Airport,12.61,60.9,EUR 34.95,Card,RideGo
T22007535,23/08/2025 22:07,DR-1031,VH-017, Suburbs ,NULL,7.02,23.9,EUR 18.16,wallet,RideGo
T22007536,06/10/2025 14:32,DR-1034,VH-009,West,Centre,8.77,37.6,EUR 24.01,Card,RideGo
T22007537,01/12/2025 08:40,DR-1021,VH-020,Airport,North,4.49,15.8,EUR 12.99,cash,Direct
T22007538,12/10/2025 03:19,DR-1031,VH-013,East,East,2.69,9.6,EUR 9.18,CASH,CityHail
T22007539,17/09/2025 09:50,DR-1030,VH-025,Centre,West,3.61,17.5,EUR 12.45,CASH,CityHail
T22007540,15/10/2025 21:44,DR-1007,VH-015,Centre,East,4.67,17.8,EUR 13.75,Card,CityHail
T22007541,25/08/2025 19:15,DR-1018,VH-025,Port,Centre,1.93,13.1,EUR 9.29,wallet,CityHail
T22007542,25/09/2025 13:32,DR-1014,VH-032,West,West,6.34,19.4,EUR 16.12,cash,CityHail
T22007543,14/11/2025 07:21,DR-1046,VH-041,East,Airport,2.38,13.0,EUR 9.78,CASH,CityHail
T22007544,19/12/2025 14:25,DR-1019,VH-010,West,Port,7.41,22.2,EUR 18.14,cash,CityHail
T22007545,05/08/2025 08:20,DR-1030,VH-041,Centre,Port,8.36,40.0,EUR 24.21,cash,CityHail
T22007546,31/08/2025 01:37,DR-1025,VH-015,Centre,Centre,3.69,20.1,EUR 13.27,cash,CityHail
T22007547,31/08/2025 10:07,DR-1043,VH-001,East,Suburbs,4.9,18.5,EUR 14.22,Card,CityHail
T22007548,17/08/2025 18:22,DR-1017,VH-016, Centre ,Suburbs,6.78,28.5,EUR 19.18,wallet,RideGo
T22007549,13/09/2025 16:01,DR-1015,VH-006,Airport,East,4.46,17.2,EUR 13.34,card,CityHail
T22007550,27/07/2025 20:30,DR-1025,VH-042,Suburbs,Suburbs,21.09,66.7,EUR 46.33,Card,RideGo
T22007551,18/07/2025 08:37,DR-1035,VH-020,East,Port,1.76,12.5,EUR 8.92,CASH,RideGo
T22007552,17/08/2025 02:13,DR-1002,VH-003,Centre,Port,5.99,20.0,EUR 15.89,Card,CityHail
T22007553,31/07/2025 20:05,DR-1031,VH-023,Port,Port,5.41,28.3,EUR 17.55,wallet,RideGo
T22007554,24/10/2025 13:31,DR-1029,VH-026,Centre,West,4.81,22.8,EUR 15.32,CASH,CityHail
T22007555,17/10/2025 16:00,DR-1065,VH-029, Centre ,Centre,3.27,11.3,EUR 10.32,cash,CityHail
T22007556,16/10/2025 08:29,DR-1005,VH-030,Suburbs,Airport,18.17,74.3,EUR 45.10,cash,RideGo
T22007557,14/09/2025 11:13,DR-1017,VH-028,East,West,2.02,8.2,EUR 8.02,cash,CityHail
T22007558,26/08/2025 01:28,DR-1002,VH-040,West,Centre,14.93,40.7,EUR 31.97,Card,RideGo
T22007559,21/10/2025 19:42,DR-1041,VH-011,West,Airport,1.16,8.8,EUR 7.20,cash,RideGo
T22007560,05/07/2025 17:02,DR-1024,VH-004,East,Port,5.97,18.6,EUR 15.47,cash,CityHail
T22007561,09/12/2025 02:46,DR-1034,VH-007,Airport,Suburbs,8.14,36.6,EUR 23.01,CASH,RideGo
T22007562,19/11/2025 06:18,DR-1052,VH-026,Centre,Suburbs,4.7,23.1,EUR 15.27,CASH,Direct
T22007563,16/11/2025 01:57,DR-1034,VH-038,West,North,7.0,23.7,EUR 18.09,Card,RideGo
T22007564,14/12/2025 14:06,DR-1039,VH-002,Port,East,5.99,18.7,EUR 15.52,CASH,CityHail
T22007565,28/09/2025 12:08,DR-1010,VH-024,West,East,4.99,25.8,EUR 16.36,CASH,Direct
T22007566,26/11/2025 05:40,DR-1023,VH-025,Port,NULL,6.92,34.8,EUR 21.10,card,CityHail
T22007567,28/08/2025 18:01,DR-1054,VH-035,North,North,6.57,31.2,EUR 19.69,wallet,CityHail
T22007568,14/11/2025 02:39,DR-1003,VH-042,Suburbs,East,1.93,11.4,EUR 8.81,wallet,RideGo
T22007569,05/09/2025 02:45,DR-1005,VH-006,East,Port,12.69,43.4,EUR 30.15,wallet,Direct
T22007570,14/09/2025 07:12,DR-1051,VH-001,Suburbs,East,5.27,22.8,EUR 15.84,Card,Direct
T22007571,01/12/2025 01:43,DR-1003,VH-038,Suburbs,North,2.43,10.4,EUR 9.11,cash,RideGo
T22007572,31/12/2025 03:37,DR-1043,VH-039, Centre ,Airport,6.72,25.7,EUR 18.32,cash,Direct
T22007573,15/09/2025 17:36,DR-1021,VH-023,North,Airport,3.27,14.3,EUR 11.16,cash,Direct
T22007574,13/12/2025 14:36,DR-1049,VH-010, East ,Port,2.08,8.0,EUR 8.03,cash,CityHail
T22007575,18/11/2025 22:52,DR-1013,VH-027,Port,Airport,4.79,21.5,EUR 14.93,card,Direct
T22007576,29/12/2025 14:42,DR-1027,VH-012,North,Port,3.51,18.7,EUR 12.67,Card,Direct
T22007577,03/10/2025 12:50,DR-1060,VH-013,Port,Centre,3.63,13.2,EUR 11.27,wallet,CityHail
T22007578,19/08/2025 01:14,DR-1058,VH-036,West,West,6.06,28.6,EUR 18.38,card,RideGo
T22007579,09/12/2025 04:13,DR-1062,VH-017,North,East,9.98,25.6,EUR 22.04,card,RideGo
T22007580,11/12/2025 23:05,DR-1045,VH-036,North,Centre,7.4,20.7,EUR 17.71,wallet,Direct
T22007581,29/11/2025 15:56,DR-1021,VH-039,West,Airport,1.0,9.4,EUR 7.18,card,CityHail
T22007582,02/10/2025 12:23,DR-1005,VH-024,East,Centre,2.36,10.1,EUR 8.94,CASH,CityHail
T22007583,23/10/2025 23:23,DR-1060,VH-037,West,East,6.91,27.9,EUR 19.16,card,Direct
T22007584,19/08/2025 03:57,DR-1007,VH-022,West,West,5.59,24.8,EUR 16.77,wallet,Direct
T22007585,23/09/2025 09:21,DR-1025,VH-006,East,Suburbs,1.9,6.7,EUR 7.46,card,Direct
T22007586,30/08/2025 01:50,DR-1052,VH-039,West,Centre,2.19,11.8,EUR 9.22,cash,RideGo
T22007587,22/07/2025 02:36,DR-1050,VH-001,Airport,Centre,2.59,10.3,EUR 9.26,Card,RideGo
T22007588,28/10/2025 19:53,DR-1064,VH-035,North,Airport,5.37,16.0,EUR 14.06,cash,CityHail
T22007589,26/12/2025 11:36,DR-1043,VH-034,West,Suburbs,3.01,9.6,EUR 9.55,card,CityHail
T22007590,26/11/2025 09:19,DR-1039,VH-010,Port,Airport,9.62,31.3,EUR 23.23,wallet,RideGo
T22007591,20/09/2025 16:43,DR-1013,VH-040,Airport,Airport,10.74,36.3,EUR 25.92,Card,RideGo
T22007592,05/12/2025 10:54,DR-1055,VH-010,Suburbs,North,11.16,36.4,EUR 26.43,cash,RideGo
T22007593,01/08/2025 03:13,DR-1030,VH-019,Suburbs,West,4.41,16.5,EUR 13.09,wallet,RideGo
T22007594,10/09/2025 02:50,DR-1005,VH-017,Port,East,0.91,4.3,EUR 5.65,wallet,RideGo
T22007595,07/11/2025 01:44,DR-1046,VH-026,West,NULL,5.85,23.4,EUR 16.68,card,CityHail
T22007596,18/08/2025 13:29,DR-1004,VH-037,West,East,7.39,30.0,EUR 20.30,Card,CityHail
T22007597,30/09/2025 14:55,DR-1058,VH-042,Centre,Port,3.11,15.8,EUR 11.40,card,RideGo
T22007598,17/09/2025 00:21,DR-1058,VH-006,Airport,Centre,18.83,50.5,EUR 39.19,Card,RideGo
T22007599,15/10/2025 12:46,DR-1045,VH-007,West,West,6.42,26.9,EUR 18.31,CASH,RideGo
T22007600,24/07/2025 07:41,DR-1029,VH-035,Centre,East,2.87,14.2,EUR 10.68,card,RideGo
T22007601,13/07/2025 18:53,DR-1047,VH-025,North,East,6.49,31.9,EUR 19.80,CASH,RideGo
T22007602,12/11/2025 00:19,DR-1041,VH-012,North,Airport,16.11,59.1,EUR 38.47,wallet,RideGo
T22007603,06/11/2025 12:19,DR-1048,VH-042,Suburbs,Port,4.88,23.4,EUR 15.56,cash,CityHail
T22007604,18/11/2025 10:07,DR-1001,VH-012,Suburbs,East,4.92,24.5,EUR 15.92,wallet,RideGo
T22007605,12/10/2025 03:27,DR-1006,VH-013,West,North,6.88,31.4,EUR 20.10,Card,RideGo
T22007606,07/12/2025 16:05,DR-1003,VH-036, Suburbs ,Centre,1.97,11.7,EUR 8.94,CASH,CityHail
T22007607,14/09/2025 02:24,DR-1064,VH-036,Suburbs,Port,18.65,63.7,EUR 42.68,CASH,RideGo
T22007608,10/12/2025 03:56,DR-1025,VH-017,East,Airport,4.43,20.6,EUR 14.26,Card,RideGo
T22007609,19/12/2025 23:46,DR-1003,VH-039,Airport,East,9.88,29.3,EUR 22.97,CASH,RideGo
T22007610,10/09/2025 00:43,DR-1044,VH-038,Airport,Centre,10.59,43.7,EUR 27.81,card,RideGo
T22007611,29/12/2025 03:37,DR-1041,VH-012,North,Centre,8.92,30.5,EUR 22.20,CASH,RideGo
T22007612,23/07/2025 08:25,DR-1008,VH-025,Suburbs,Airport,12.91,49.6,EUR 32.13,CASH,RideGo
T22007613,19/07/2025 11:39,DR-1027,VH-025,East,East,1.82,7.6,EUR 7.62,wallet,RideGo
T22007614,21/12/2025 08:51,DR-1042,VH-004,Centre,West,1.39,7.2,EUR 7.01,wallet,RideGo
T22007615,01/07/2025 18:12,DR-1015,VH-025, Port ,West,10.81,48.3,EUR 29.36,card,RideGo
T22007616,22/07/2025 07:43,DR-1063,VH-027,East,Centre,5.77,18.5,EUR 15.22,Card,RideGo
T22007617,03/09/2025 17:42,DR-1008,VH-001, North ,Airport,3.29,20.3,EUR 12.87,wallet,Direct
T22007618,03/12/2025 10:11,DR-1041,VH-021,Airport,Port,2.67,9.9,EUR 9.24,CASH,CityHail
T22007619,14/07/2025 14:09,DR-1042,VH-028,North,Port,5.35,25.9,EUR 16.80,CASH,RideGo
T22007620,01/10/2025 04:57,DR-1041,VH-024,Airport,West,2.05,11.5,EUR 8.98,CASH,CityHail
T22007621,07/07/2025 09:05,DR-1061,VH-018,Centre,Port,9.25,31.7,EUR 22.91,wallet,Direct
T22007622,06/09/2025 05:09,DR-1019,VH-031,North,Centre,6.17,26.7,EUR 17.97,wallet,Direct
T22007623,08/09/2025 23:53,DR-1003,VH-004,Centre,Centre,5.44,22.7,EUR 16.01,Card,RideGo
T22007624,05/08/2025 04:25,DR-1036,VH-042,Port,Airport,14.4,53.1,EUR 34.83,Card,RideGo
T22007625,16/07/2025 17:30,DR-1061,VH-027,Airport,North,5.75,31.2,EUR 18.75,card,Direct
T22007626,05/12/2025 15:26,DR-1005,VH-022,North,Port,4.05,20.2,EUR 13.71,Card,CityHail
T22007627,26/11/2025 21:50,DR-1003,VH-009, Suburbs ,West,3.43,14.9,EUR 11.52,cash,CityHail
T22007628,30/11/2025 18:58,DR-1032,VH-028,East,East,19.92,90.1,EUR 51.54,CASH,RideGo
T22007629,23/12/2025 22:29,DR-1052,VH-022,North,Port,4.09,24.5,EUR 14.96,CASH,CityHail
T22007630,26/08/2025 01:19,DR-1044,VH-005,East,Centre,11.4,50.6,EUR 30.68,cash,RideGo
T22007631,18/10/2025 17:33,DR-1055,VH-037, West ,Suburbs,7.05,31.2,EUR 20.24,cash,RideGo
T22007632,22/07/2025 16:37,DR-1057,VH-015,North,Port,4.64,21.4,EUR 14.73,wallet,Direct
T22007633,14/08/2025 14:23,DR-1052,VH-040,Suburbs,Airport,2.53,12.9,EUR 9.92,cash,CityHail
T22007634,23/11/2025 05:06,DR-1012,VH-014,Centre,Suburbs,3.09,14.3,EUR 10.96,cash,CityHail
T22007635,20/09/2025 02:56,DR-1038,VH-020,Port,Port,3.44,15.7,EUR 11.75,CASH,RideGo
T22007636,02/07/2025 06:10,DR-1001,VH-037,Centre,North,8.17,33.4,EUR 22.15,CASH,RideGo
T22007637,31/07/2025 08:46,DR-1031,VH-041,Centre,East,10.42,42.8,EUR 27.37,wallet,RideGo
T22007638,04/07/2025 13:03,DR-1047,VH-007,West,Port,2.72,11.5,EUR 9.75,cash,CityHail
T22007639,27/08/2025 20:27,DR-1023,VH-004,West,Airport,5.45,17.7,EUR 14.62,Card,RideGo
T22007640,13/10/2025 00:44,DR-1065,VH-021,North,Port,3.99,13.2,EUR 11.68,wallet,RideGo
T22007641,27/08/2025 05:34,DR-1052,VH-040,Centre,Centre,4.26,15.7,EUR 12.70,wallet,Direct
T22007642,28/07/2025 18:30,DR-1012,VH-002,East,Centre,3.47,17.1,EUR 12.18,card,CityHail
T22007643,30/07/2025 01:03,DR-1043,VH-026, West ,East,1.08,8.3,EUR 6.97,wallet,Direct
T22007644,16/10/2025 10:13,DR-1041,VH-033, North ,East,4.59,21.7,EUR 14.75,wallet,RideGo
T22007645,29/07/2025 12:57,DR-1017,VH-014,Centre,Centre,6.14,22.6,EUR 16.79,CASH,RideGo
T22007646,10/07/2025 08:09,DR-1006,VH-027,North,Suburbs,1.57,8.8,EUR 7.67,Card,CityHail
T22007647,01/11/2025 21:43,DR-1034,VH-021,Port,West,8.67,32.3,EUR 22.41,cash,RideGo
T22007648,04/11/2025 03:27,DR-1004,VH-010,East,Port,12.62,59.0,EUR 34.43,Card,Direct
T22007649,08/07/2025 18:00,DR-1065,VH-022,East,East,9.15,42.9,EUR 25.93,cash,RideGo
T22007650,08/10/2025 17:23,DR-1008,VH-029,Suburbs,Suburbs,16.61,73.3,EUR 43.03,card,RideGo
T22007651,16/07/2025 02:41,DR-1058,VH-039,East,Centre,8.02,36.1,EUR 22.73,CASH,CityHail
T22007652,25/07/2025 23:26,DR-1058,VH-019,Port,Centre,4.03,20.6,EUR 13.80,wallet,CityHail
T22007653,12/10/2025 02:07,DR-1027,VH-033,Airport,North,1.87,9.0,EUR 8.07,card,Direct
T22007654,10/07/2025 03:46,DR-1037,VH-013,Port,NULL,7.54,31.7,EUR 20.95,wallet,RideGo
T22007655,11/10/2025 09:04,DR-1002,VH-041,Centre,Suburbs,2.53,14.5,EUR 10.37,cash,CityHail
T22007656,09/08/2025 14:57,DR-1058,VH-022, Airport ,Airport,3.64,13.1,EUR 11.25,wallet,CityHail
T22007657,08/07/2025 11:30,DR-1051,VH-038,West,Port,1.91,12.0,EUR 8.96,Card,RideGo
T22007658,08/11/2025 13:04,DR-1026,VH-005,Suburbs,Suburbs,2.8,14.2,EUR 10.60,Card,Direct
T22007659,21/11/2025 09:27,DR-1016,VH-040,Port,North,2.55,16.6,EUR 10.98,wallet,Direct
T22007660,15/10/2025 00:44,DR-1001,VH-012,East,Suburbs,3.56,19.5,EUR 12.95,CASH,CityHail
T22007661,29/12/2025 21:18,DR-1038,VH-029,Airport,East,13.06,53.9,EUR 33.51,cash,RideGo
T22007662,10/12/2025 06:50,DR-1039,VH-005,Suburbs,Centre,9.16,27.8,EUR 21.72,CASH,RideGo
T22007663,20/10/2025 19:44,DR-1022,VH-005, West ,North,8.71,37.2,EUR 23.83,wallet,Direct
T22007664,29/11/2025 16:02,DR-1043,VH-039,Suburbs,Centre,4.95,14.4,EUR 13.12,Card,CityHail
T22007665,02/11/2025 22:02,DR-1026,VH-041,Suburbs,Centre,7.72,25.2,EUR 19.33,Card,RideGo
T22007666,27/09/2025 00:42,DR-1005,VH-022,Port,North,3.58,18.5,EUR 12.70,card,CityHail
T22007667,29/08/2025 11:25,DR-1064,VH-003,Airport,East,8.13,33.2,EUR 22.05,wallet,Direct
T22007668,03/12/2025 07:51,DR-1008,VH-037,Port,Centre,4.39,15.0,EUR 12.65,card,CityHail
T22007669,28/10/2025 19:29,DR-1066,VH-032,East,Port,4.41,20.5,EUR 14.21,Card,RideGo
T22007670,20/10/2025 00:14,DR-1041,VH-036, West ,West,5.46,26.9,EUR 17.21,wallet,CityHail
T22007671,11/08/2025 09:29,DR-1057,VH-009,West,East,5.85,19.5,EUR 15.59,card,CityHail
T22007672,18/07/2025 07:08,DR-1001,VH-035,East,East,1.54,8.2,EUR 7.47,wallet,CityHail
T22007673,29/09/2025 10:34,DR-1052,VH-032,North,West,5.0,25.9,EUR 16.40,Card,RideGo
T22007674,06/10/2025 08:34,DR-1019,VH-036,Centre,Port,15.12,70.2,EUR 40.44,wallet,Direct
T22007675,17/07/2025 18:24,DR-1035,VH-018,Airport,East,4.07,17.6,EUR 13.01,CASH,Direct
T22007676,24/11/2025 02:17,DR-1026,VH-037, Airport ,Port,1.77,10.1,EUR 8.26,card,Direct
T22007677,25/11/2025 07:24,DR-1029,VH-003,Suburbs,East,3.82,17.6,EUR 12.72,CASH,RideGo
T22007678,16/08/2025 10:14,DR-1009,VH-016, Centre ,Suburbs,6.15,26.6,EUR 17.92,wallet,RideGo
T22007679,30/10/2025 13:59,DR-1028,VH-038,West,Centre,7.08,21.4,EUR 17.53,card,RideGo
T22007680,14/07/2025 19:26,DR-1016,VH-024,Airport,West,4.26,23.5,EUR 14.88,card,RideGo
T22007681,30/07/2025 10:24,DR-1015,VH-016,North,East,5.17,19.3,EUR 14.75,CASH,CityHail
T22007682,19/09/2025 18:01,DR-1047,VH-035,Suburbs,Suburbs,1.01,9.2,EUR 7.14,card,CityHail
T22007683,20/12/2025 14:46,DR-1030,VH-021,North,West,5.38,19.2,EUR 14.96,card,RideGo
T22007684,15/10/2025 20:20,DR-1010,VH-039,Airport,West,8.64,32.6,EUR 22.46,CASH,Direct
T22007685,26/11/2025 12:25,DR-1032,VH-020,East,Airport,18.68,54.0,EUR 40.00,cash,RideGo
T22007686,20/12/2025 22:41,DR-1012,VH-006, Airport ,Port,1.97,7.1,EUR 7.65,card,CityHail
T22007687,24/10/2025 09:36,DR-1056,VH-003, North ,North,5.8,26.1,EUR 17.38,cash,CityHail
T22007688,31/10/2025 08:04,DR-1057,VH-034,Suburbs,West,4.25,19.9,EUR 13.86,CASH,RideGo
T22007689,12/08/2025 09:44,DR-1015,VH-019, North ,Port,4.97,23.8,EUR 15.78,cash,Direct
T22007690,26/07/2025 16:41,DR-1028,VH-004,Port,West,5.47,15.9,EUR 14.14,cash,CityHail
T22007691,12/11/2025 09:23,DR-1035,VH-022,Port,Centre,5.52,15.5,EUR 14.09,Card,RideGo
T22007692,14/08/2025 00:34,DR-1012,VH-018,Centre,NULL,1.96,9.2,EUR 8.23,wallet,RideGo
T22007693,21/08/2025 11:15,DR-1003,VH-016,Suburbs,Suburbs,14.17,69.7,EUR 39.21,CASH,RideGo
T22007694,17/12/2025 10:31,DR-1006,VH-013,North,North,8.98,39.0,EUR 24.65,card,RideGo
T22007695,18/11/2025 06:52,DR-1060,VH-001,Centre,Centre,4.31,19.7,EUR 13.87,card,CityHail
T22007696,29/12/2025 17:15,DR-1031,VH-021,North,Port,5.89,24.2,EUR 16.95,Card,Direct
T22007697,23/07/2025 20:33,DR-1055,VH-002, Centre ,Suburbs,4.9,19.1,EUR 14.38,cash,CityHail
T22007698,25/12/2025 02:36,DR-1065,VH-012,North,East,3.19,11.7,EUR 10.34,Card,CityHail
T22007699,04/09/2025 03:12,DR-1064,VH-015,Suburbs,East,3.68,17.6,EUR 12.56,Card,CityHail
T22007700,27/08/2025 11:01,DR-1020,VH-040, Port ,West,5.09,21.7,EUR 15.33,CASH,RideGo
T22007701,29/10/2025 18:44,DR-1065,VH-038, Airport ,Centre,4.7,14.2,EUR 12.78,CASH,RideGo
T22007702,26/11/2025 07:24,DR-1053,VH-007,Suburbs,North,4.96,26.3,EUR 16.47,cash,RideGo
T22007703,23/10/2025 02:47,DR-1023,VH-014, North ,North,8.6,41.2,EUR 24.83,CASH,RideGo
T22007704,22/07/2025 21:29,DR-1053,VH-002,East,Port,6.42,25.0,EUR 17.78,cash,RideGo
T22007705,16/08/2025 06:13,DR-1039,VH-028,Airport,Port,2.97,10.9,EUR 9.87,cash,CityHail
T22007706,29/08/2025 08:41,DR-1030,VH-017,Port,Airport,13.3,51.3,EUR 33.06,card,CityHail
T22007707,28/07/2025 19:46,DR-1047,VH-038,Suburbs,East,2.96,14.6,EUR 10.89,Card,RideGo
T22007708,06/09/2025 19:21,DR-1027,VH-024,North,Airport,2.89,14.4,EUR 10.76,cash,RideGo
T22007709,22/09/2025 06:54,DR-1023,VH-003,Port,Suburbs,11.69,50.5,EUR 30.98,wallet,RideGo
T22007710,19/08/2025 15:44,DR-1050,VH-032,Centre,Centre,1.3,7.9,EUR 7.11,cash,Direct
T22007711,22/12/2025 10:09,DR-1023,VH-013,East,Port,9.94,40.1,EUR 26.06,card,RideGo
T22007712,23/09/2025 16:13,DR-1047,VH-029,West,North,4.54,18.3,EUR 13.74,card,CityHail
T22007713,16/10/2025 12:48,DR-1008,VH-010,Suburbs,Port,3.72,14.2,EUR 11.65,Card,RideGo
T22007714,23/12/2025 03:08,DR-1021,VH-003, West ,North,5.75,21.8,EUR 16.12,Card,RideGo
